"Condition"	"FZ"	"FCZ"	"CZ"	"CPZ"	"PZ"	"F3"	"F4"	"FC3"	"FC4"	"C3"	"C4"	"CP3"	"CP4"	"P3"	"P4"	"F1"	"F2"	"C1"	"C2"	"P1"	"P2"	"Subject"
"38"	"Incorrect"	7.73023144944252	9.88295990003845	11.357030449827	11.6169758554402	10.8033332179931	8.04449730872741	7.69935605536332	10.2730388696655	9.12060065359477	11.529924413687	10.1778808535179	11.2256423298731	9.78961403306421	10.024738331411	9.47423983083429	6.31895124951942	6.36297012687428	10.3541017301038	9.72107593233372	9.7797046520569	9.39292691272587	40
"39"	"Correct"	13.129934140056	16.9009318767507	18.8846197983193	18.2390582857143	15.6651605714286	13.4557738039216	12.7755962128852	15.6377996638655	14.9318617254902	17.0741247843137	16.0046654117647	16.1661377703081	14.5212526834734	13.3249471036415	12.5759547226891	13.6798688739496	13.3530722577031	17.030002442577	14.6011279327731	11.1180444145658	10.3818605490196	41
"40"	"Incorrect"	5.57244406604747	7.67559742002064	9.210791124871	7.75650423116615	6.81768286893705	6.49759814241486	5.08397636738906	6.35916222910217	6.42972229102167	7.17551527347781	7.64352167182663	5.09784385964912	6.59048978328173	4.37408575851393	5.77179463364293	6.70460103199174	5.58687987616099	7.0797080495356	6.43621898864809	2.32691413828689	4.40496305469556	41
"41"	"Correct"	2.60567351909185	4.53712465428277	6.21608643962848	7.91968617131063	8.31462619195046	3.17226341589267	3.3385746749226	4.25805705882353	4.80282291021672	4.99087824561404	5.86591099071207	5.88000675954592	7.69955379772962	6.96482166150671	8.74511127966976	-0.253310980392157	-0.443788679050568	3.49721810113519	3.89097057791538	5.58839707946336	6.74860714138287	42
"42"	"Incorrect"	-1.9473700280112	-3.61631316526611	-1.18023137254902	0.713793277310924	0.572402801120448	-3.25011008403361	-1.07502100840336	-1.69110364145658	-0.841419607843137	-2.03711204481793	0.575252100840336	-0.785720448179272	2.86104733893557	0.177950700280112	1.44651456582633	-5.27495826330532	-3.68992521008403	-2.4069	-2.89037983193277	1.05084593837535	1.37102268907563	42
"43"	"Correct"	-2.06878422109001	0.265235232360661	2.89804670372086	6.77912161494519	9.45084522155319	-2.09578380423035	-1.24420971128609	0.996554500540374	1.71910900108075	3.9071253975606	3.77452891770882	7.78885939478153	5.94367338273892	9.41895363594257	8.12994983788791	-3.86667969739077	-3.40805718696928	3.10719126138644	3.40902487262622	9.65335025474757	9.00619255828316	44
"44"	"Incorrect"	-7.19021645353794	-8.72062489343564	-8.33546172208014	-5.03042531969309	-1.83377689684569	-6.72031082693947	-5.95118141517477	-6.18510912190963	-6.394015771526	-6.12334901960784	-6.47242566069906	-2.77547988064791	-4.7880989769821	-0.598012361466326	-2.17502063086104	-8.42751926683717	-7.7228031543052	-6.34004680306905	-6.58076606990622	-0.438373913043478	-1.48095745950554	44
"45"	"Correct"	-0.335203843582888	1.00519917557932	3.14813394607843	5.36746200980392	6.63539155525847	-0.512855949197861	0.823226604278075	0.650526002673797	2.09862234848485	2.53406482843137	3.65013189616756	4.60155379901961	5.21972547905526	5.60670668449198	6.00841460561497	2.48890306372549	3.32140748663102	5.14046683377897	5.55029328208556	8.0815699197861	8.07797313948307	45
"46"	"Incorrect"	-1.26665614973262	-1.5185367201426	1.10520962566845	4.07623440285205	5.29847540106952	-1.18636987522282	0.0930055258467023	-0.532083065953654	1.1159752228164	0.773202852049911	3.46080053475936	3.38156506238859	4.89786452762923	4.97519215686274	5.08483155080214	1.11337896613191	1.0246679144385	4.23475900178253	4.47161426024955	8.49056720142602	9.20423493761141	45
"47"	"Correct"	3.63052836743393	5.69961485507246	7.67226134910486	8.96549664322251	8.5948610400682	3.7958044970162	3.91038877877238	5.31953099957374	5.55222223998295	6.61755176896846	7.64466190323956	7.45829765558397	8.93971149829497	6.70648231031543	8.54908533674339	3.61773319479966	3.82536783887468	7.0105674658994	7.00597568201194	6.76293112745098	7.88279795396419	47
"48"	"Incorrect"	-1.76760714285714	-0.940672268907563	1.47346848739496	4.22718305322129	5.31807899159664	-1.49602773109244	-0.0196490196078431	-0.789714005602241	1.27818697478992	1.54208963585434	3.51902366946779	4.11684915966387	6.22677927170868	3.0863675070028	6.71508263305322	-2.09526274509804	-1.6632768907563	0.919677731092437	2.18118697478992	3.99960238095238	5.45664985994398	47
"49"	"Correct"	1.85550130347594	3.28840118092692	4.35241565285205	4.62970241755793	3.96529021836007	2.30107071078431	2.41188305481283	3.28003786764706	3.27723403520499	3.85182973484848	4.14075405525847	3.76408569518717	4.2561361631016	3.36472319518717	3.64904637923351	1.92986918449198	1.98348669786096	3.38299209001783	3.53147150178253	2.39898556149733	2.37250629456328	50
"50"	"Incorrect"	-0.748538057040998	1.28291657754011	3.58822272727273	5.72786274509804	5.75489928698752	-0.229292335115865	0.811630570409982	1.63864812834225	2.38982718360071	3.0963995543672	4.44312183600713	4.40819028520499	5.86869741532977	4.9173192513369	5.86086069518717	-0.487707932263815	0.165283511586453	3.11085935828877	3.59024563279857	4.38034251336898	5.1537550802139	50
"51"	"Correct"	0.209856742697079	1.71151573962918	3.66852866479925	5.12801831399226	5.13120576230492	0.681784513805522	0.308766559957316	0.707793824196345	2.03646095771642	2.94184688542083	3.48927270908363	3.98123037214886	4.40875074029612	4.31368846205149	4.21801489929305	0.424009710550887	0.44783114579165	3.61124520474857	3.51516904094971	4.7777154328398	4.86710324129652	51
"52"	"Incorrect"	-2.35981418300654	-2.10102522875817	-0.488551699346405	0.734507777777778	1.71946019607843	-1.57278620915033	-2.35859777777778	-1.54187209150327	-1.26538954248366	0.768990326797386	-0.56868862745098	2.11995797385621	0.235291437908497	1.64491026143791	1.3114739869281	-0.425637581699346	-0.437705816993464	1.83130699346405	1.20496666666667	2.36827777777778	2.10971895424837	51
"53"	"Correct"	3.25098413943355	5.38241747276688	6.68626826797386	7.63355460784314	10.3834984422658	1.32252476034858	2.85880833333333	4.38356600217865	5.87588781045752	6.99003688453159	8.87378250544662	9.3092511546841	10.6456373202614	9.13379295206972	9.82721614379085	0.810225969498911	1.27138820261438	6.46436308278867	7.71467834422658	8.55254941176471	NA	52
"54"	"Incorrect"	-1.34378737745098	-0.541116789215686	-2.75333210784314	-1.23921397058824	2.22868284313725	-3.05898345588235	0.51231862745098	-0.478928431372549	1.83858345588235	0.459655759803922	2.83189044117647	2.21608884803922	3.84605318627451	3.4909699754902	4.70635257352941	0.354063602941177	3.79121887254902	1.68159460784314	2.23112806372549	4.16206384803922	NA	52
"55"	"Correct"	1.92845985675707	6.7119705412704	8.8582906305037	9.76524455794294	10.2766052835505	2.56975942233181	1.17993929787484	5.94689392978748	3.44161741223436	7.69907776212281	6.04799632499706	9.07956496418927	8.02398484208054	9.35737739814489	8.74058681460608	1.94736885053423	1.38081320887636	8.25025925795468	7.32380113889867	9.07345632264882	8.51491206997769	60
"56"	"Incorrect"	-3.28960852941176	0.485724803921569	4.24686990196078	5.98141323529412	10.1241165686275	-2.37838176470588	-3.17923696078431	0.951667254901961	-1.26498990196078	3.93366392156863	2.06658784313725	6.47094960784314	4.65093058823529	8.86895294117647	7.70306235294118	-2.68918617647059	-3.56181058823529	4.27160980392157	3.60039382352941	9.68947049019608	9.11329411764706	60
"57"	"Correct"	0.967442201717288	4.26787661155966	6.39851522491349	7.72284381648084	7.71999777008843	0.0365544021530181	0.800370511341792	3.6640456619249	3.54778041778803	5.85109887222863	6.37391130334487	6.36227456106626	6.78317668845316	6.87683725490196	6.97186262975779	-0.465975265923363	0.235224836601307	5.04125476098936	5.34214899397668	6.49164377803409	6.76648977316417	61
"58"	"Incorrect"	-0.962805088702148	0.32646741363212	1.98999789915966	2.91672987861811	2.78860854341737	-0.667085340802988	-1.86263510737628	1.60178263305322	-0.582888515406162	3.64389150326797	2.05193520074697	3.32059953314659	2.17571279178338	2.84840084033613	2.82607558356676	-2.17577740429505	-2.54922763772176	1.41155317460317	0.673304388422035	1.71761400560224	2.50547973856209	61
"59"	"Correct"	3.38918165680473	6.01802728854856	8.7340954867154	10.8020103956375	11.0305608771319	2.5757480566191	3.86662442278687	4.69109725026105	6.66365447267664	6.42782801949182	8.60410660169393	8.070941617357	9.17884861352825	8.40653279962873	8.29493663998144	1.88857810650888	3.04866679429168	6.22124092122056	7.726422438798	8.44699863093166	8.99011445643346	62
"60"	"Incorrect"	5.65624738562092	10.0043973856209	13.3101790849673	15.0745508169935	14.8598852941176	5.49992483660131	6.26101748366013	8.55409624183006	9.29183120915033	9.0559068627451	9.87697369281046	12.056197875817	10.748089869281	14.5665330065359	12.79015	5.07954738562091	6.36907745098039	10.9112089869281	11.4053668300654	14.2912184640523	12.9537772875817	62
"61"	"Correct"	4.42429744245524	8.75158928266959	12.4445456582633	14.8452519912313	15.919860090123	1.51457130678358	3.61316805504811	5.11820987699428	7.3814865911582	9.85788973328462	10.4701120448179	12.3127452441846	12.0081191815857	13.5491487029594	13.4475719400804	2.75009131652661	4.23660758738278	11.2734332237243	11.7220106686153	14.6473612471075	14.4157404457435	63
"62"	"Incorrect"	-5.04039411764706	-6.05842801120448	-5.69440728291316	-2.75493837535014	5.1825350140056	-5.58164789915966	1.33361036414566	-4.62614453781513	-1.78871344537815	-2.78150924369748	-2.79906806722689	0.993911484593837	1.2549	7.07735238095238	5.14492212885154	-3.9012512605042	-3.03989383753501	-2.6144	-0.516522969187675	7.33846218487395	8.5919649859944	63
"63"	"Correct"	6.63216194579743	12.0101995753715	16.2939349319346	18.3663602597727	17.7273871112776	6.42894944423629	6.53107016360684	9.0642193580617	9.93238416385663	13.424368465093	13.0748460721868	15.7329792806294	14.6024005994755	16.3754657549644	14.71018977145	6.7753222180592	6.61519624078931	14.2973448982141	14.0805593855377	15.5965740477083	14.8946762208068	64
"64"	"Incorrect"	3.13033581011352	6.49580835913313	10.5046766769866	12.3953932920537	12.4480591331269	3.92350278637771	4.1944004127967	5.4496959752322	6.0264959752322	8.89207750257998	7.8619399380805	10.717807120743	10.1248015479876	12.3395847265222	11.5339005159959	3.16306811145511	3.47725552115583	9.13531764705882	8.73915655314758	11.7605263157895	11.399751496388	64
"65"	"Correct"	1.2216944971537	4.32807640733713	5.52522009276829	5.26910801180687	5.14790217162134	0.866057685009488	1.79892861058402	3.32129224119755	3.1269064516129	3.64450853889943	3.72852941176471	5.00171640312039	4.29056308243728	4.89077143158339	4.68005182374025	2.29256078431373	2.30243554712207	5.90503202614379	5.6906201771031	5.45655403752899	5.56613938435589	66
"66"	"Incorrect"	0.691235612082671	3.22734888712242	4.36283317435082	4.01242983571807	4.24552011128776	1.04878744038156	2.21989790673026	2.73701981981982	3.50835927397986	3.5806229199788	2.89022249602544	3.68273579756227	3.7597837572867	4.14125951245363	3.63531862745098	2.40768487016428	4.03480919448861	5.55328847376789	5.57437792792793	4.61891261261261	4.57525839957605	66
"67"	"Correct"	0.616047070028011	2.12329184313725	4.29580941176471	6.22462454901961	7.06490041456583	0.195359081232493	1.74280134453782	1.8889501512605	3.94345128291317	3.43893863305322	5.67886730532213	5.26924819047619	6.86557662745098	6.02811398319328	7.21683800560224	-0.4154478767507	0.421661008403361	2.56007899159664	3.24477746778711	4.59989222408964	5.24490489635854	68
"68"	"Incorrect"	-7.40467475490196	-7.08412867647059	-5.00900833333333	-1.28972941176471	-0.245487745098039	-7.04754705882353	-4.59738774509804	-5.81483088235294	-2.64238480392157	-2.9339362745098	-1.33226617647059	-0.987347058823529	1.38585833333333	-1.11812132352941	0.671044117647059	-5.60673774509804	-4.71333848039216	-4.44545416666667	-3.05705318627451	-1.42724632352941	0.46329681372549	68
"69"	"Correct"	3.21208019135365	7.77640881171746	10.8618526458776	11.5542228679424	11.1151782305693	3.79124695251595	3.22735444129459	6.96612142688401	6.17946383179778	9.38576197732105	7.81205549255847	9.97836320576423	8.68612802976612	9.66641708008505	8.39604047956532	3.34547213560123	3.01824716513111	9.57890205527994	8.28055322466336	8.83378856602882	7.98742800614222	71
"70"	"Incorrect"	-4.24831087919039	-0.342478115117015	2.85676040480708	5.19448380771663	5.08120265654649	-3.56095332068311	-4.44422087286527	-0.701891461100569	-1.44844611005693	2.29490676786844	1.17829146110057	2.99687476280835	2.95298051865908	3.57857001897533	3.08822523719165	-3.84721973434535	-4.03602586970272	2.36311872232764	1.0013587602783	3.38128368121442	2.67802966476913	71
"71"	"Correct"	7.51117166963755	11.8148763279857	14.854831657754	15.8721215686275	15.3700547355912	6.45302673796791	6.74005606654783	7.18857407011289	10.9997273559121	10.6508490552585	12.2741175282234	12.1827829590018	13.2425802733214	11.90354704694	13.7168800356506	7.64312703505645	7.61101544860368	12.2448299702911	14.1411776351753	14.0761109922757	15.0678495900178	73
"72"	"Incorrect"	-4.12054362745098	-3.33519362745098	0.996213235294118	4.09784509803922	5.50626519607843	-1.78855604575163	-1.84138937908497	-1.94604199346405	-0.408113725490196	0.91485114379085	1.9031795751634	4.36328088235294	2.48633758169935	5.24624754901961	4.72852875816993	-1.58188954248366	-1.92362761437908	3.89353921568627	2.77415539215686	6.43974346405229	6.45591388888889	73
"73"	"Correct"	-0.0727778127917834	0.987873144257703	4.71523828197946	7.93620260270775	8.86461364379085	0.258414320728291	3.53232462651727	1.10125089869281	3.78221917600373	4.03180976890756	5.62852822128852	6.82915184407096	7.34512733426704	8.06274460784314	8.0691939309057	-1.41721507936508	0.967955123716153	3.04165566059757	4.27934578664799	8.05450348972922	7.81072059990663	79
"74"	"Incorrect"	-1.734	-0.924209673202614	1.48851699346405	2.8813354248366	4.4959477124183	-2.90486888888889	-0.0148572549019608	-2.10675019607843	2.68694993464052	1.6627031372549	2.70289359477124	2.27986810457516	2.32526862745098	3.45962078431373	2.87243620915033	-3.05206575163399	-1.92224209150327	0.0591028758169934	1.4962137254902	3.96091751633987	2.72572993464052	79
