"Condition"	"FZ"	"FCZ"	"CZ"	"CPZ"	"PZ"	"F3"	"F4"	"FC3"	"FC4"	"C3"	"C4"	"CP3"	"CP4"	"P3"	"P4"	"F1"	"F2"	"C1"	"C2"	"P1"	"P2"	"Subject"
"75"	"Correct"	3.24828077342048	5.28176399782135	6.77583745915033	9.00374843409586	9.31347472766885	3.14675486111111	2.57033248910675	4.98905486111111	4.6581046704793	6.64188208061002	6.46965767973856	8.06394418572985	7.27562102396514	8.10828558006536	7.82078905228758	2.99276169662309	2.54905932734205	6.31313861655773	5.45705555555556	6.54697592592593	6.81808319716776	80
"76"	"Incorrect"	-3.73014052287582	-5.25256806722689	-4.73416760037348	-3.82187478991597	-2.61765536881419	-4.69581073762838	-3.2298350140056	-4.00250532212885	-3.52739178338002	-3.14638524743231	-2.83329010270775	-3.48338403361345	-3.93941391223156	-4.59323006535948	-5.04291811391223	-3.80012903828198	-3.2300781512605	-4.37926153127918	-4.79636507936508	-5.52969038281979	-5.13234098972922	80
"77"	"Correct"	8.11764798638018	14.5930086650229	18.0232109075966	19.5443623811201	18.2556521192908	8.21402325936363	6.93931439473993	11.5500364330163	11.6802564635435	15.3215476458847	16.0527063872255	17.5741643888693	17.5518041916168	17.4056013854644	16.9496977691675	7.23231457085828	6.22771582716919	15.1875850299401	15.4551448984384	16.5129764940707	16.0748015146178	87
"78"	"Incorrect"	2.50540618401207	5.81785429864253	9.46664977375566	12.8623058823529	13.3482591251885	0.720369683257919	2.42047812971342	3.2172580693816	5.98907028657617	8.08490980392157	8.84095656108597	11.0350464555053	10.0945604826546	12.4954371040724	9.9810814479638	-0.663251583710407	0.220484012066365	5.52138702865762	5.53577360482655	9.96445761689291	8.45697360482655	87
"79"	"Correct"	6.87206338102809	8.43751411411411	9.59535924748278	9.38717562268151	8.50808547959724	7.34688009185656	7.18617783077195	7.60751513866808	8.53223063063063	9.19637505741035	9.57719765059177	9.96092289348172	9.32789118530295	7.57684946122593	8.16079551316022	9.15272252252252	9.52179233350998	9.87621724077018	9.57023630100689	6.80198048048048	7.06251784137078	88
"80"	"Incorrect"	0.169552205882353	4.54943553921569	10.3622862745098	13.1933198529412	14.3979473039216	3.09209191176471	0.565766666666667	3.50697916666667	4.59393137254902	8.8898080882353	9.68013897058824	13.2020169117647	13.064374754902	13.2305742647059	13.8478355392157	7.75313946078431	6.87892867647059	12.9354921568627	13.3715509803922	14.7059656862745	15.5491455882353	88
"81"	"Correct"	9.02453914027149	11.3032529088558	13.3619082202112	16.596707239819	18.5320740896359	10.0695017776341	8.21495435251023	11.6252346153846	10.3006045033398	14.1071483301013	12.2216693815988	17.0850795733678	13.673585380306	18.201739689722	15.2796735294118	9.6458896789485	8.752968767507	14.3525818896789	13.0487710514975	18.4776018530489	16.2415556022409	91
"82"	"Incorrect"	-0.762374183006536	-0.894949836601307	0.316774673202614	4.55789820261438	7.31236650326797	2.14929199346405	-0.270204901960784	1.93329477124183	-2.04017973856209	5.22942205882353	0.892116503267974	7.90052516339869	3.58487075163399	8.81639460784314	4.96248578431373	1.17277892156863	1.11783251633987	2.86961503267974	1.58309035947712	8.65624934640523	6.03942401960784	91
"83"	"Correct"	8.56211032679739	13.3624566339869	15.9219737581699	16.2194106372549	13.9438666993464	8.60416763071895	8.68086586601307	11.629478120915	11.5927136601307	14.4054321078431	13.1188775326797	13.9374157352941	12.6200345424837	12.8981618137255	10.7943566503268	6.54704222222222	5.98495299019608	13.3775020098039	13.1340659477124	12.8914803104575	11.4467889542484	92
"84"	"Incorrect"	2.12263738562091	5.31786862745098	7.01644509803922	9.06884	9.82044209150327	3.58921516339869	1.93945477124183	5.90737660130719	3.28447267973856	7.66777607843137	5.06734078431373	9.41350222222222	5.08965477124183	9.90971176470588	7.32314065359477	1.47330052287582	1.46854444444444	6.79627071895425	5.2688045751634	9.76902078431373	8.24794379084967	92
"85"	"Correct"	3.11236970926302	6.22119968447149	7.56406711742168	7.60565460897002	6.67609567275186	4.16700698670273	3.4174600631057	5.75562265043949	5.49078791976561	5.63250340320036	6.70973473067388	6.19531591165202	6.24143297272932	5.42691428893396	4.95396049132297	4.06392589587559	4.40322499436556	6.9572430921794	7.38884672075727	5.45821602434077	5.9913969348659	93
"86"	"Incorrect"	2.90370264375413	5.59838460013219	7.57206884776382	8.31285076007931	7.24534664022913	4.34860453844459	3.10639629874422	6.05429239920687	5.29704529632078	6.2164739810531	6.52543106411104	6.56062751707425	6.39447406917823	5.57580870235735	5.1207824630976	4.56109726812073	4.7105526107072	7.65583135051773	7.9386909451421	6.7039155540868	6.59182593082177	93
"87"	"Correct"	-1.71976527126188	-0.541023144472513	0.652737639841213	2.46684805725971	4.26403727896066	0.610074209070131	-1.35584585588837	1.41157689161554	-0.0964710092626007	1.66825709130278	1.35468937808252	2.95684782870203	3.20959350415013	3.5118646697943	4.66356477805846	0.104302020931072	-1.18196403223866	0.93352543004932	0.553903981715386	2.6782371466378	3.8277821725009	94
"88"	"Incorrect"	-2.84013893557423	-4.50992969187675	-1.29981848739496	2.27725098039216	4.25220868347339	-3.04403529411765	1.26490420168067	-1.8533106442577	-2.50153445378151	0.672914565826331	0.847770308123249	4.67721288515406	3.39037731092437	4.76850364145658	5.56135854341737	-2.54301400560224	-1.87076358543417	-0.86072268907563	-0.851164145658263	4.35316526610644	6.52006918767507	94
"89"	"Correct"	4.97002666886979	8.42969638686935	10.5568507160167	11.189485437321	10.0674820224719	4.54338823529412	6.09606666666667	6.51999288389513	7.62377156862745	8.3738521150033	8.71255301828597	8.75412282441066	9.48019719101124	7.96327088565763	9.40147600793126	4.9803411544393	5.66555256664464	8.7223710068297	8.49005490196078	6.88522526988323	7.13578130645517	95
"90"	"Incorrect"	-2.44078846597463	-0.627637254901961	1.9236416378316	1.52326389850058	-0.386978431372549	-2.38363587081892	-0.938901038062284	-1.81422825836217	0.659640830449827	0.299244290657439	1.0196493656286	0.0825723183391003	1.03929365628604	-0.427008650519031	0.0518965397923876	-1.7787324106113	-1.12227254901961	0.297127220299885	0.129755594002307	-2.69679250288351	-1.79367128027682	95
"91"	"Correct"	7.60339443684451	11.092988999088	12.9938083447332	13.3893793205654	11.7025200068399	6.22135590515276	6.6566410624715	8.41366998404013	9.98484540583675	10.0126894094847	12.1841403214774	10.1977360807114	12.5223737004104	9.31638136114911	11.8426171682627	7.43748153214774	8.05304058367533	11.8811597013224	12.7784750911993	10.1227176014592	11.5502130984952	96
"92"	"Incorrect"	5.93124817927171	10.611947805789	11.9224192343604	11.2517278244631	8.23905042016807	4.65327040149393	5.83875807656396	6.47433034547152	8.10748151260504	8.34289374416433	10.2130198879552	7.95445210084034	10.2619667600373	6.27293585434174	8.83529505135387	8.25818095238095	9.77896825396825	11.7534212885154	12.7070905695612	8.26713137254902	9.8692253968254	96
"93"	"Correct"	-0.204851012891344	4.23205451197053	9.84985649442097	16.4361748022966	17.6321616726249	0.864547058823529	4.4088750081248	4.9864658758531	8.84232411439714	11.0019083956234	12.8910671974867	14.8043308633951	15.0791638717365	14.9907149821254	15.801625306034	0.0480612284692883	1.69882151446214	10.659658574369	10.2145735348283	14.6075902827429	14.8219288159463	97
"94"	"Incorrect"	-4.04188509803922	-3.09394862745098	0.533755555555556	5.26981137254902	7.37779437908497	-2.35049071895425	-0.368167973856209	-0.142662222222222	1.17535869281046	3.61134928104575	2.12514810457516	5.49162169934641	4.49736444444444	7.51054823529412	7.86928849673203	-4.13953137254902	-3.80329098039216	1.85351411764706	-0.377178823529412	6.08744954248366	5.00802954248366	97
"95"	"Correct"	1.84048795972443	5.05373007949126	8.60387679915209	11.7544451722311	12.2579138102809	1.82071609962904	3.46474340222576	3.57520242713302	6.03201399046105	6.98529392686804	9.91962744038156	10.3226654478007	11.4212590249073	10.6801296555379	10.7926269316375	2.75335501854796	3.60638108108108	8.35202842607313	10.1568082352941	11.4513296449391	11.4223120296767	98
"96"	"Incorrect"	-7.20012598039216	-4.86004281045752	-2.5518135620915	2.28617549019608	3.90084918300654	-7.25571748366013	-3.3815772875817	-5.4736637254902	-2.33191209150327	-3.19058300653595	0.827543464052288	0.0801540849673203	2.47301421568627	1.00023300653595	3.52566503267974	-5.78315147058824	-3.76215212418301	-1.23712058823529	1.44090637254902	3.55230114379085	4.16295964052288	98
"97"	"Correct"	0.415925743944637	3.92872662053057	8.16182136101499	10.9651665743945	11.5271036678201	0.746315501730104	1.14672873125721	4.10340455594002	3.99037577854671	8.07355374855825	7.48197818915802	11.0956767704729	9.69520246828143	11.4832437716263	9.82716582468281	0.181058016147636	-0.115850726643599	7.07290036908881	7.52958420991926	10.1663844290657	9.21111034602076	99
"98"	"Incorrect"	-0.37635008912656	-0.017474064171123	2.75057941176471	7.28570258467023	10.7650312834225	-0.0090986631016043	0.586145276292335	2.06911319073084	1.79424278074866	5.77025080213904	3.38227156862745	8.62185588235294	5.20081800356506	10.4187385918004	8.00653386809269	-0.73321568627451	-0.547954901960784	3.54578422459893	2.43706720142603	8.84815846702317	7.2746449197861	99
"99"	"Correct"	-1.56751885918004	0.347527058823529	3.29378983957219	5.85580697563874	8.36604742721331	-0.416833737373737	-1.42789555555556	1.51888828282828	0.640743553178847	4.557556114082	3.45452436125966	7.11027222816399	6.19366784313725	8.71144062982769	8.13284924539513	0.730663957219251	0.16640495543672	5.5622793107546	4.8724739275104	10.1486349257279	9.96814270944741	100
"100"	"Incorrect"	-4.84568794694348	-5.81300715109573	-6.43167606689735	-4.74787058823529	-1.19126205305652	-5.11364025374856	-3.13503269896194	-5.86817064590542	-3.0255523644752	-5.34989434832757	-3.45039382929642	-3.46411482122261	-2.13241724336794	-0.678347001153403	-0.191328950403691	-2.83172779700115	-1.97564982698962	-3.42704815455594	-2.51219515570934	0.880776239907728	1.49169411764706	100
"101"	"Correct"	3.02628561403509	5.54639205366357	8.21746172342621	10.7993764809082	12.9685617234262	2.21185841073271	3.84523383900929	4.27509504643963	5.78949442724458	6.8271199380805	8.49683344685243	9.34980535603715	10.8242302992776	10.702660123839	12.4339706811146	1.98662908152735	2.75859433436533	7.3021108255934	8.29610889576883	10.9634998452012	12.1536277605779	101
"102"	"Incorrect"	-3.20670871459695	-3.13023681917211	-1.48456644880174	0.379123311546841	4.37665315904139	-3.7971788671024	-1.57972461873638	-3.80488191721133	-0.971868409586057	-2.50917254901961	0.424947058823529	0.274635729847495	2.14703376906318	3.64391786492375	5.4130825708061	-5.82093616557734	-4.42304379084967	-3.13958910675381	-1.37177494553377	3.9798734204793	4.79972701525054	101
"103"	"Correct"	6.21976666666667	8.92966486831419	11.0889421278571	11.7982751015199	9.44368197006613	5.50748572920292	5.57214582898248	8.63678885021464	7.9519993734772	10.9239308852535	9.61748532312333	11.2371248288665	9.83448154078199	9.33105362571064	8.31853510848126	6.29926764125769	6.12440034806822	9.56803521290173	8.64367375565611	6.69515566771087	6.58107659821325	103
"104"	"Incorrect"	-0.0164865196078431	1.70879117647059	2.21746323529412	3.51196691176471	5.054925	-1.38131029411765	-0.385398039215686	-0.0120406862745098	0.892113725490196	3.66276397058824	2.52650980392157	4.40712279411765	3.38739068627451	2.49182132352941	2.44370710784314	-0.775003921568628	-1.43997303921569	1.05576102941176	0.667569852941176	0.343853921568627	0.0230125000000001	103
"105"	"Correct"	-3.63139704326175	-1.95776686896981	0.985036741363212	2.91296587301587	3.67860519763461	-3.38516518829754	-2.83873675692499	-0.709782321817616	-1.23953944911298	2.04433851540616	0.225533286647993	3.92079108309991	1.94939908185496	4.4273149081855	3.16200902583256	-3.52821436352319	-3.619424291939	0.569297323373794	0.270287846249611	3.0817313881108	2.14044301276066	106
"106"	"Incorrect"	-3.98455754147813	-2.55429389140272	-0.0595059954751131	1.31149751131222	1.86106655354449	-4.04682707390649	-2.05843412518854	-1.95584687028658	-0.776793212669683	0.169305542986425	0.0194969834087481	1.5337967571644	1.31121579939668	1.60526293363499	1.81731059577677	-4.6723032428356	-4.37481681749623	-0.163178393665158	-0.20698955505279	1.20711858974359	1.42575950226244	106
"107"	"Correct"	3.61844966193374	7.16153737885959	9.96972182781158	11.1373662947938	10.1961198782961	3.32951043497859	3.52552288708587	5.57717243633085	5.83218593644354	7.63202337164751	7.08799375704305	8.9359284989858	7.69452321388325	8.44946120126211	7.23856120126211	2.46033914807302	3.0733114379085	7.9975124408384	7.3931121703854	7.9804093757043	7.45729540229885	107
"108"	"Incorrect"	0.769309494324045	3.62385273477812	8.03379370485036	10.3139895768834	9.20024416924665	0.547424045407637	1.03356904024768	3.43990247678019	1.03187801857585	3.91914530443756	4.4654907120743	5.73141031991744	6.12517750257998	6.95244602683178	6.23669535603715	0.111765325077399	0.727459545923633	4.96654375644995	4.50030288957688	6.31538544891641	6.06489566563468	107
"109"	"Correct"	-7.60556511809269	-3.34533229723708	0.0395779745989305	4.65324859625668	8.22328580659537	-4.24339243538324	-5.06259059714795	-0.79931864973262	-0.908736352495544	1.92524396167558	1.81926095142602	4.44029762700535	3.78165738636364	6.23432180258467	5.60093450311943	-4.05274406194296	-4.19040437834225	1.47664320409982	1.35242948975045	7.07054149955437	6.63361428253119	108
"110"	"Incorrect"	-10.3138448179272	-6.85998221288515	-2.49050980392157	3.6207431372549	6.57552058823529	-6.94739845938375	-6.69015238095238	-3.71697787114846	-2.23466666666667	-0.49480756302521	1.3988012605042	2.46569425770308	3.61909201680672	5.18778893557423	5.72072913165266	-6.01365588235294	-5.50057661064426	0.252635154061625	0.293013585434174	5.53193207282913	5.94140518207283	108
"111"	"Correct"	6.95219463601533	9.00265112688754	9.5298239688979	8.83007596348884	7.65258722109533	6.6638962474645	5.68013110209601	7.56506933739013	6.08207306738788	7.46733039215686	7.19279798287131	6.92554168356998	6.32139550371873	6.98404429794906	6.18019632634663	8.16308387423935	7.47042796934866	9.44558585756142	7.16460363984674	6.18790432724814	5.43287659454586	109
"112"	"Incorrect"	-0.906479411764706	-0.881224509803922	-0.815973039215686	0.514564950980392	-2.00033210784314	0.0526218137254902	0.864987009803922	-0.0293382352941177	0.323418382352941	0.284692647058824	-0.597291176470588	0.993209803921569	0.443792156862745	2.30071299019608	2.78271323529412	1.91452843137255	1.98798946078431	0.576084558823529	1.15629044117647	3.07111764705882	3.32042941176471	109
"113"	"Correct"	1.86656437213183	4.1272813308302	6.43190765540259	9.01456161869003	10.6829243012098	1.5038755527743	2.9461211514393	3.49157855652899	4.83672144347101	5.66789255319149	7.57717321652065	7.52215667501043	9.77807980809345	10.005481268252	10.8990713808928	0.460939966624948	0.977474885273258	5.11323986232791	5.49791101376721	9.77374201084689	10.019113767209	113
"114"	"Incorrect"	1.79720771526002	3.85481455669224	6.07495070332481	9.12026830775789	9.32549153878943	2.09051321398124	2.35212478687127	3.73149268968457	4.22737615089514	6.11911694373402	7.41908495311168	7.87742248508099	9.72644835890878	10.1146594416027	11.009890601023	0.530150191815857	0.550893158567775	5.05483531543052	5.49815713981245	10.3399786231884	10.3242850383632	113
"115"	"Correct"	0.48186858001265	4.42502757748261	6.83220842820999	7.57130762175838	7.03517936432638	0.547532764073371	1.17211788425047	3.47890945604048	3.69831179633144	5.2193415085389	5.84766560721063	5.3383841714105	6.13993516761543	5.19126230234029	6.81802522137887	0.397704822896901	0.963559234661607	7.01140177103099	7.10269259962049	6.6213185483871	7.86470518659076	114
"116"	"Incorrect"	-1.89658725490196	1.81610413943355	4.03682494553377	4.32539215686274	4.63060348583878	-1.02645119825708	0.287605174291939	1.90570354030501	2.49931323529412	3.31471427015251	4.25351252723312	3.89812118736383	4.55672064270153	3.95661225490196	4.21372320261438	-1.72243687363834	-1.43215359477124	4.0507674291939	4.41977494553377	4.46421938997821	4.65375789760349	114
"117"	"Correct"	4.30496861643534	8.44735204890945	11.0860655871337	11.1497457259308	9.48398096497026	1.9376090548579	4.46750803040317	6.47651327384887	8.3772483035911	9.66992144745539	10.454444150694	9.38429166115885	10.2858702687817	7.07559841374752	8.98276107072042	5.75519039435999	6.08408881912315	11.4705219872219	10.8133899206874	7.84209596827495	8.97288528310201	115
"118"	"Incorrect"	-0.766180112044818	3.5637025210084	6.22125910364146	6.76801596638655	8.69966274509804	-3.12053305322129	-0.701490196078431	1.825	2.71355826330532	4.3954162464986	5.1693862745098	5.20274145658263	5.91551456582633	3.87206246498599	4.6650487394958	0.589690196078431	2.28967198879552	8.4361243697479	6.84165238095238	5.17421652661064	5.97786554621849	115
"119"	"Correct"	2.42917016574586	5.04615628859279	8.69110382407107	12.9002507095656	13.4794262051782	2.70460870978226	4.2158631892536	5.4599148521287	7.3635454771964	8.68623538078215	9.94180526486838	11.4634417506229	11.7994703174087	12.5458088072798	12.6160466688333	1.88663257501896	2.39792401689958	8.10842365940852	8.13726183512079	12.0528120571986	11.3835348824613	116
"120"	"Incorrect"	-2.56966151960784	0.0742259803921569	2.88809509803922	7.28588308823529	8.65771691176471	-0.571538725490196	1.99265343137255	1.63391102941176	5.59110931372549	5.66017328431373	6.46123774509804	6.99868014705882	7.48533382352941	7.34706078431373	7.65793651960784	-4.33566789215686	-1.80333333333333	3.78200808823529	3.89226421568627	7.702225	7.16812990196078	116
