"Time"	"FZ"	"FCZ"	"CZ"	"CPZ"	"PZ"	"F3"	"F4"	"FC3"	"FC4"	"C3"	"C4"	"CP3"	"CP4"	"P3"	"P4"	"F1"	"F2"	"C1"	"C2"	"P1"	"P2"	"Subject"	"Condition"
"1"	-400	3.53945714285714	4.56951428571429	3.5079	1.98448571428571	1.99911428571429	3.45292857142857	2.39744285714286	3.38891428571429	1.98	2.1704	3.36794285714286	1.95	1.65767142857143	2.45774285714286	1.76678571428571	4.63917142857143	5.72054285714286	3.38295714285714	3.50855714285714	2.8222	3.19791428571429	"018"	"Incorrect"
"2"	-398	3.54608571428571	4.58165714285714	3.48594285714286	2.09414285714286	2.18138571428571	3.25867142857143	2.48341428571429	3.16654285714286	1.99797142857143	2.10801428571429	3.34971428571429	1.96577142857143	1.80255714285714	2.52854285714286	1.92857142857143	4.18484285714286	4.77075714285714	3.28718571428571	3.32928571428571	2.78162857142857	2.97731428571429	"018"	"Incorrect"
"3"	-396	3.61527142857143	4.66062857142857	3.55394285714286	2.19732857142857	2.30192857142857	3.06511428571429	2.71598571428571	2.9615	2.10531428571429	2.05372857142857	3.449	1.9392	1.98545714285714	2.54728571428571	2.11477142857143	3.83248571428571	3.96458571428571	3.22152857142857	3.28377142857143	2.75122857142857	2.79298571428571	"018"	"Incorrect"
"4"	-394	3.82622857142857	4.85711428571429	3.82585714285714	2.38324285714286	2.41517142857143	3.1098	3.05075714285714	3.01772857142857	2.30617142857143	2.18467142857143	3.68352857142857	2.053	2.18478571428571	2.64755714285714	2.28332857142857	3.7954	3.76525714285714	3.26995714285714	3.44078571428571	2.81338571428571	2.70395714285714	"018"	"Incorrect"
"5"	-392	3.91102857142857	4.90954285714286	3.98865714285714	2.3913	2.31445714285714	3.18591428571429	3.01575714285714	3.11731428571429	2.26794285714286	2.2571	3.63541428571429	2.07274285714286	2.0639	2.61138571428571	2.10802857142857	3.88898571428571	3.86204285714286	3.29484285714286	3.49945714285714	2.83042857142857	2.40571428571429	"018"	"Incorrect"
"6"	-390	3.73217142857143	4.74575714285714	3.96494285714286	2.2091	2.07084285714286	3.09035714285714	2.65768571428571	3.05627142857143	1.97955714285714	2.12594285714286	3.31531428571429	1.8906	1.68751428571429	2.40442857142857	1.71228571428571	3.87071428571429	3.97032857142857	3.1707	3.39268571428571	2.72674285714286	2.03078571428571	"018"	"Incorrect"
"7"	-388	3.62875714285714	4.71905714285714	4.17447142857143	2.2964	2.1368	3.14695714285714	2.53661428571429	3.14142857142857	1.86842857142857	2.16675714285714	3.2195	1.9289	1.63012857142857	2.42898571428571	1.65838571428571	3.76211428571429	4.07564285714286	3.04624285714286	3.31761428571429	2.67598571428571	1.8811	"018"	"Incorrect"
"8"	-386	3.89618571428571	5.10765714285714	4.8732	2.90348571428571	2.70454285714286	3.6624	2.83911428571429	3.64857142857143	2.23801428571429	2.68531428571429	3.65754285714286	2.46151428571429	2.18202857142857	2.91295714285714	2.16824285714286	3.64771428571429	4.20925714285714	3.13314285714286	3.4409	2.81977142857143	2.02044285714286	"018"	"Incorrect"
"9"	-384	4.39815714285714	5.73522857142857	5.78507142857143	3.77295714285714	3.49142857142857	4.40047142857143	3.32571428571429	4.37751428571429	2.90057142857143	3.50717142857143	4.40254285714286	3.24905714285714	3.00914285714286	3.63788571428571	2.92378571428571	3.5025	4.28018571428571	3.38891428571429	3.72308571428571	3.09988571428571	2.33081428571429	"018"	"Incorrect"
"10"	-382	4.7636	6.18834285714286	6.42651428571429	4.43025714285714	4.07341428571429	4.94628571428571	3.61357142857143	4.95661428571429	3.32674285714286	4.20521428571429	4.87984285714286	3.88147142857143	3.55137142857143	4.23388571428571	3.4538	3.46761428571429	4.22015714285714	3.65527142857143	4.0069	3.42914285714286	2.66665714285714	"018"	"Incorrect"
"11"	-380	4.81028571428571	6.25205714285714	6.49984285714286	4.5434	4.17687142857143	5.10228571428571	3.49138571428571	5.13932857142857	3.31808571428571	4.44195714285714	4.83102857142857	4.07147142857143	3.57558571428571	4.38741428571429	3.5108	3.63465714285714	4.09071428571429	3.83045714285714	4.2178	3.70878571428571	2.93968571428571	"018"	"Incorrect"
"12"	-378	4.67325714285714	6.03187142857143	6.0516	4.15021428571429	3.83171428571429	4.96752857142857	3.16445714285714	5.01978571428571	3.1231	4.28548571428571	4.46075714285714	3.86447142857143	3.23458571428571	4.09952857142857	3.13785714285714	3.8609	3.91625714285714	3.81974285714286	4.28282857142857	3.77442857142857	2.99447142857143	"018"	"Incorrect"
"13"	-376	4.49237142857143	5.72018571428571	5.33727142857143	3.52717142857143	3.26568571428571	4.75651428571429	2.93528571428571	4.87025714285714	2.87464285714286	4.01628571428571	3.97321428571429	3.51672857142857	2.74288571428571	3.65457142857143	2.51452857142857	3.999	3.63764285714286	3.60641428571429	4.13034285714286	3.58794285714286	2.7625	"018"	"Incorrect"
"14"	-374	4.31928571428571	5.44947142857143	4.6608	2.97611428571429	2.75162857142857	4.60878571428571	2.97534285714286	4.8025	2.64292857142857	3.7992	3.54067142857143	3.24234285714286	2.28915714285714	3.32037142857143	1.94155714285714	4.14257142857143	3.39671428571429	3.41314285714286	3.93175714285714	3.40807142857143	2.51437142857143	"018"	"Incorrect"
"15"	-372	4.20562857142857	5.26617142857143	4.21547142857143	2.67681428571429	2.45844285714286	4.51891428571429	3.11244285714286	4.75082857142857	2.5317	3.64774285714286	3.3586	3.05412857142857	2.09114285714286	3.11121428571429	1.7512	4.41022857142857	3.34301428571429	3.43635714285714	3.92247142857143	3.42797142857143	2.51227142857143	"018"	"Incorrect"
"16"	-370	4.11962857142857	5.09132857142857	3.9431	2.52118571428571	2.26892857142857	4.37934285714286	3.03161428571429	4.61968571428571	2.4154	3.44788571428571	3.34467142857143	2.77192857142857	2.11802857142857	2.80187142857143	1.84131428571429	4.63574285714286	3.31205714285714	3.52945714285714	3.98345714285714	3.4503	2.59857142857143	"018"	"Incorrect"
"17"	-368	4.03125714285714	4.86471428571429	3.72182857142857	2.32124285714286	1.99265714285714	4.204	2.87157142857143	4.44228571428571	2.23178571428571	3.13551428571429	3.29044285714286	2.34901428571429	2.08617142857143	2.32358571428571	1.78021428571429	4.78652857142857	3.31751428571429	3.5927	3.95577142857143	3.32421428571429	2.5903	"018"	"Incorrect"
"18"	-366	3.98974285714286	4.66974285714286	3.58652857142857	2.15707142857143	1.7182	3.97825714285714	2.79921428571429	4.19928571428571	2.12097142857143	2.84884285714286	3.19718571428571	1.98227142857143	1.95951428571429	1.91402857142857	1.52151428571429	4.65481428571429	3.11768571428571	3.42014285714286	3.80857142857143	3.00805714285714	2.31377142857143	"018"	"Incorrect"
"19"	-364	3.93484285714286	4.49988571428571	3.54837142857143	2.09221428571429	1.5269	3.58228571428571	2.65034285714286	3.78355714285714	2.10918571428571	2.63017142857143	3.1079	1.72665714285714	1.85687142857143	1.70402857142857	1.25168571428571	3.95782857142857	2.30027142857143	2.74834285714286	3.46392857142857	2.42375714285714	1.61144285714286	"018"	"Incorrect"
"20"	-362	3.86901428571429	4.37357142857143	3.62044285714286	2.13852857142857	1.45681428571429	3.25497142857143	2.47365714285714	3.42637142857143	2.23511428571429	2.46838571428571	3.1381	1.58238571428571	1.86514285714286	1.69802857142857	1.13652857142857	3.21211428571429	1.43405714285714	2.03567142857143	3.07477142857143	1.84312857142857	0.917742857142857	"018"	"Incorrect"
"21"	-360	3.883	4.37714285714286	3.82094285714286	2.36121428571429	1.60297142857143	3.20755714285714	2.47722857142857	3.32627142857143	2.46745714285714	2.42884285714286	3.3357	1.63745714285714	2.03914285714286	1.89482857142857	1.28955714285714	2.88695714285714	1.1205	1.75465714285714	2.84861428571429	1.57517142857143	0.652142857142857	"018"	"Incorrect"
"22"	-358	3.90675714285714	4.39624285714286	4.00844285714286	2.62788571428571	1.82224285714286	3.2609	2.61094285714286	3.33092857142857	2.58775714285714	2.43122857142857	3.52562857142857	1.80035714285714	2.25258571428571	2.11588571428571	1.56657142857143	2.88748571428571	1.28651428571429	1.82971428571429	2.7672	1.59898571428571	0.730428571428572	"018"	"Incorrect"
"23"	-356	4.00674285714286	4.4053	4.13428571428571	2.80572857142857	1.94865714285714	3.38798571428571	2.79127142857143	3.43195714285714	2.56555714285714	2.46664285714286	3.63682857142857	1.97882857142857	2.3649	2.24422857142857	1.76252857142857	3.17204285714286	1.82435714285714	2.15608571428571	2.80454285714286	1.82604285714286	0.9757	"018"	"Incorrect"
"24"	-354	4.21957142857143	4.41247142857143	4.17282857142857	2.79451428571429	1.86492857142857	3.54814285714286	2.9669	3.59651428571429	2.49732857142857	2.48724285714286	3.63102857142857	2.02901428571429	2.3043	2.19442857142857	1.71081428571429	3.7034	2.62524285714286	2.61501428571429	2.92195714285714	2.1063	1.2038	"018"	"Incorrect"
"25"	-352	4.2844	4.24815714285714	3.97238571428571	2.46682857142857	1.44297142857143	3.47945714285714	2.9753	3.53794285714286	2.33465714285714	2.25691428571429	3.38878571428571	1.71414285714286	2.01225714285714	1.78061428571429	1.34465714285714	4.32735714285714	3.50234285714286	3.04442857142857	3.05222857142857	2.29947142857143	1.32147142857143	"018"	"Incorrect"
"26"	-350	4.10307142857143	3.91405714285714	3.59271428571429	1.98411428571429	0.861842857142857	3.14457142857143	2.81204285714286	3.17897142857143	2.07037142857143	1.77487142857143	3.01817142857143	1.17588571428571	1.62985714285714	1.14632857142857	0.8951	4.83615714285714	4.22427142857143	3.31347142857143	3.10872857142857	2.38197142857143	1.33158571428571	"018"	"Incorrect"
