"Time"	"FZ"	"FCZ"	"CZ"	"CPZ"	"PZ"	"F3"	"F4"	"FC3"	"FC4"	"C3"	"C4"	"CP3"	"CP4"	"P3"	"P4"	"F1"	"F2"	"C1"	"C2"	"P1"	"P2"	"Subject"	"Condition"
"1"	-400	2.67575	1.63535	1.01545	1.1427	2.487675	3.433525	-0.478675	3.156825	-1.70105	4.427125	-3.3048	2.981225	-3.38815	3.726825	-0.59515	1.507275	-0.119125	0.976625	-1.87345	1.7595	-1.131125	"057"	"Incorrect"
"2"	-398	2.33455	1.27135	0.603425	0.947	2.434575	3.30065	-0.534375	3.263575	-1.052275	4.5295	-3.25645	3.098875	-3.367975	3.649175	-0.593175	2.034825	0.370425	1.5758	-1.36715	2.74185	-0.301075	"057"	"Incorrect"
"3"	-396	2.0457	0.9968	0.3775	1.0634	2.68225	3.182775	-0.6721	3.323675	-0.53745	4.704725	-2.9693	3.472925	-3.1195	3.913225	-0.284175	2.1453	0.43425	1.81105	-1.1243	3.45315	0.342675	"057"	"Incorrect"
"4"	-394	1.703725	0.698175	0.2461	1.290775	2.982975	3.167025	-0.85095	3.3813	-0.893525000000001	4.94225	-2.9224	3.977575	-2.8928	4.36835	0.0933499999999997	2.097325	0.296225	1.93915	-1.048075	4.052075	0.88105	"057"	"Incorrect"
"5"	-392	1.4331	0.46955	0.31575	1.65155	3.334325	3.1794	-0.7163	3.388925	-1.513175	5.1328	-2.9179	4.428575	-2.53355	4.8187	0.6583	2.135175	0.29445	2.158375	-0.8703	4.673325	1.5155	"057"	"Incorrect"
"6"	-390	1.268725	0.252225	0.48785	2.011175	3.661625	3.093025	-0.5572	3.283175	-1.816175	5.124775	-2.813325	4.662	-2.168975	5.134575	1.095625	2.206725	0.350225	2.3615	-0.634675	5.215125	2.10425	"057"	"Incorrect"
"7"	-388	0.705125	-0.5495	0.097425	1.66945	3.3232	2.3551	-1.384825	2.52115	-2.91505	4.329375	-3.52625	4.0995	-2.620275	4.751375	0.52465	1.917825	-0.10695	1.898175	-0.988125	5.1182	1.99175	"057"	"Incorrect"
"8"	-386	0.0863250000000001	-1.45485	-0.4462	1.157775	2.8213	1.32955	-2.5854	1.5584	-4.388025	3.335475	-4.392	3.265975	-3.218975	4.1835	-0.307925	1.3179	-1.032775	0.85695	-1.800925	4.5281	1.418525	"057"	"Incorrect"
"9"	-384	0.3269	-1.282425	0.00757499999999997	1.748475	3.5069	1.274525	-2.681325	1.6743	-4.577825	3.556025	-4.036525	3.59215	-2.57315	4.8692	0.127275	0.94435	-1.736025	0.2887	-2.19	4.3992	1.344675	"057"	"Incorrect"
"10"	-382	1.4499	0.02465	1.49485	3.400025	5.317775	2.4622	-1.2596	2.89415	-3.2137	4.96565	-2.708575	5.141425	-0.8436	6.731275	1.748	0.72265	-2.13085	0.277975	-2.1618	4.722425	1.70985	"057"	"Incorrect"
"11"	-380	2.42595	1.295025	2.819925	4.795725	6.744925	3.7636	0.367475	4.0627	-1.56945	6.263	-1.6162	6.462575	0.510125	8.0854	3.03425	0.4018	-2.4892	0.28525	-2.217775	4.786925	1.840775	"057"	"Incorrect"
"12"	-378	2.53	1.743125	3.2492	5.186875	7.052825	4.111425	0.7102	4.4267	-0.781725	6.735	-1.407875	6.783375	0.740125	8.1995	3.1947	0.2185	-2.6575	0.412675	-2.243825	4.662425	1.787375	"057"	"Incorrect"
"13"	-376	2.185825	1.76625	3.2509	5.049025	6.789	3.7718	0.2143	4.330425	-0.586375	6.81845	-1.611075	6.713575	0.45515	7.798875	2.770825	0.39625	-2.3611	0.97345	-1.871925	4.8292	2.001575	"057"	"Incorrect"
"14"	-374	1.960975	1.906625	3.3766	4.98285	6.513	3.37595	-0.132125	4.20965	-0.411	6.946175	-1.615775	6.815575	0.335675	7.5416	2.42375	0.8699	-1.644375	1.93885	-1.06745	5.370025	2.58365	"057"	"Incorrect"
"15"	-372	2.018625	2.34145	3.8208	5.2315	6.504675	3.129825	-0.150975	4.182375	0.0354999999999999	7.238925	-1.244475	7.1914	0.601875	7.66005	2.42805	1.494725	-0.7617	3.06875	-0.00785000000000025	6.138125	3.38835	"057"	"Incorrect"
"16"	-370	2.461575	3.1974	4.7523	5.9766	7.0233	3.300525	0.371725	4.56435	1.270575	7.9477	-0.3143	7.961975	1.447175	8.278625	3.019825	2.117075	0.0735000000000002	4.171925	1.160975	6.99465	4.295575	"057"	"Incorrect"
