"Time"	"FZ"	"FCZ"	"CZ"	"CPZ"	"PZ"	"F3"	"F4"	"FC3"	"FC4"	"C3"	"C4"	"CP3"	"CP4"	"P3"	"P4"	"F1"	"F2"	"C1"	"C2"	"P1"	"P2"	"Subject"	"Condition"
"1"	-400	-0.639828571428571	-2.76070476190476	-6.84574761904762	-10.7079857142857	-14.2225333333333	-0.191895238095238	-1.20930476190476	-3.549	-5.02625238095238	-6.0879	-9.72989523809524	-8.45365714285714	-12.2381238095238	-11.9579095238095	-12.6132333333333	-1.26114761904762	-1.5904380952381	-7.82625238095238	-9.46091904761905	-14.4785428571429	-14.6887428571429	"080"	"Incorrect"
"2"	-398	-0.585314285714286	-2.66842857142857	-6.75468571428571	-10.4731238095238	-13.7608380952381	-0.292109523809524	-1.08627142857143	-3.6454380952381	-4.79485238095238	-6.27970952380952	-9.27129047619048	-8.5353	-11.6933523809524	-11.7528095238095	-12.0760857142857	-1.37800952380952	-1.53309047619048	-8.07172380952381	-9.45473333333333	-14.328080952381	-14.3677904761905	"080"	"Incorrect"
"3"	-396	-0.475747619047619	-2.5277	-6.57084285714286	-10.1469333333333	-13.2369714285714	-0.330780952380953	-1.06331428571429	-3.65042857142857	-4.53841904761905	-6.44359047619048	-8.7501	-8.60719523809524	-11.0713952380952	-11.5587904761905	-11.4742857142857	-1.34343333333333	-1.43395238095238	-8.18994285714286	-9.31432380952381	-14.0988142857143	-13.9146428571429	"080"	"Incorrect"
"4"	-394	-0.353419047619048	-2.33148095238095	-6.25187142857143	-9.6416	-12.5459285714286	-0.246995238095238	-1.07273333333333	-3.58272857142857	-4.26621904761905	-6.45938571428571	-8.18743809523809	-8.51939047619048	-10.2990714285714	-11.2326285714286	-10.684919047619	-1.2146	-1.36218571428571	-8.09199523809524	-8.99228571428571	-13.6756476190476	-13.2591761904762	"080"	"Incorrect"
"5"	-392	-0.2443	-2.0791619047619	-5.80227142857143	-8.99198571428571	-11.7400285714286	-0.00882857142857141	-1.0125380952381	-3.3596	-4.02070476190476	-6.22187142857143	-7.64939047619048	-8.16602380952381	-9.47573809523809	-10.6951857142857	-9.86575714285714	-1.02866666666667	-1.3183380952381	-7.76722380952381	-8.52042380952381	-13.0315904761905	-12.4507571428571	"080"	"Incorrect"
"6"	-390	-0.249542857142857	-1.91610952380952	-5.4190380952381	-8.4201	-11.0154857142857	0.0989333333333333	-1.02692857142857	-3.19596666666667	-3.93069047619048	-5.9680380952381	-7.26253333333333	-7.76322380952381	-8.79728571428571	-10.1500095238095	-9.22754761904762	-0.9114	-1.34420952380952	-7.3958	-8.04967142857143	-12.3276857142857	-11.6590380952381	"080"	"Incorrect"
"7"	-388	-0.407852380952381	-1.87282380952381	-5.17757142857143	-7.9909	-10.4145857142857	-0.0555	-1.23410952380952	-3.18675714285714	-4.02164761904762	-5.80234761904762	-7.03084761904762	-7.41355238095238	-8.29205238095238	-9.66622857142857	-8.76355238095238	-0.952471428571429	-1.47657142857143	-7.1424619047619	-7.68264285714286	-11.6860428571429	-10.9728285714286	"080"	"Incorrect"
"8"	-386	-0.769176190476191	-1.95942380952381	-5.10574761904762	-7.72115238095238	-10.0024523809524	-0.397914285714286	-1.53222857142857	-3.2382619047619	-4.22322857142857	-5.67864285714286	-6.95302380952381	-7.13673809523809	-8.01934285714286	-9.28391904761905	-8.5107619047619	-1.21002380952381	-1.78083333333333	-7.07597142857143	-7.49554285714286	-11.2085476190476	-10.4780333333333	"080"	"Incorrect"
"9"	-384	-1.23985714285714	-2.09840476190476	-5.11574285714286	-7.48773333333333	-9.65663333333333	-0.758366666666667	-1.7537619047619	-3.25533333333333	-4.42969047619048	-5.49853333333333	-6.94308095238095	-6.83324285714286	-7.88062380952381	-8.88364761904762	-8.32120952380952	-1.59798095238095	-2.14229047619048	-7.02077142857143	-7.39541428571429	-10.7727095238095	-10.0718761904762	"080"	"Incorrect"
"10"	-382	-1.50552857142857	-2.1106380952381	-5.04886666666667	-7.13887619047619	-9.21189047619048	-0.951761904761905	-1.88350476190476	-3.12395238095238	-4.57635238095238	-5.15758571428571	-6.89234285714286	-6.42177142857143	-7.69679523809524	-8.37348095238095	-8.01628571428571	-1.88736666666667	-2.35067619047619	-6.78460952380952	-7.23336666666667	-10.2236952380952	-9.59897142857143	"080"	"Incorrect"
