"Time"	"FZ"	"FCZ"	"CZ"	"CPZ"	"PZ"	"F3"	"F4"	"FC3"	"FC4"	"C3"	"C4"	"CP3"	"CP4"	"P3"	"P4"	"F1"	"F2"	"C1"	"C2"	"P1"	"P2"	"Subject"	"Condition"
"1"	-400	-1.40204285714286	-1.37263619047619	-1.23534857142857	-1.21186	-1.21833047619048	-1.26227428571429	-1.66968285714286	-1.19405619047619	-1.453	-1.06459619047619	-1.33568571428571	-1.14725619047619	-1.38227142857143	-0.902657142857143	-1.35534095238095	-2.18668	-2.35940095238095	-1.97951142857143	-2.09681047619048	-1.63142666666667	-1.94052476190476	"039"	"Incorrect"
"2"	-398	-1.43877238095238	-1.38586095238095	-1.25392	-1.21521428571429	-1.24268571428571	-1.28309142857143	-1.6507819047619	-1.21814285714286	-1.45059142857143	-1.09105619047619	-1.32552380952381	-1.15799523809524	-1.37868666666667	-0.87404380952381	-1.37043142857143	-2.2595	-2.4313019047619	-2.05071047619048	-2.15952476190476	-1.68783714285714	-2.00672380952381	"039"	"Incorrect"
"3"	-396	-1.46853047619048	-1.39079714285714	-1.25490571428571	-1.20165333333333	-1.22730952380952	-1.32527333333333	-1.65038285714286	-1.25628857142857	-1.45031619047619	-1.1118419047619	-1.33023333333333	-1.14208857142857	-1.38727619047619	-0.836205714285714	-1.37223333333333	-2.31105714285714	-2.48444476190476	-2.0761180952381	-2.18777809523809	-1.68106952380952	-2.01681428571429	"039"	"Incorrect"
"4"	-394	-1.47126571428571	-1.38286571428571	-1.23721428571429	-1.16082857142857	-1.16974380952381	-1.3643419047619	-1.62890952380952	-1.27291333333333	-1.41159619047619	-1.11241142857143	-1.31537142857143	-1.09136571428571	-1.38244380952381	-0.792452380952381	-1.35178952380952	-2.33624857142857	-2.50818380952381	-2.05299714285714	-2.17092285714286	-1.61907238095238	-1.97970857142857	"039"	"Incorrect"
"5"	-392	-1.44394380952381	-1.3635580952381	-1.19796857142857	-1.09968666666667	-1.0983219047619	-1.3758	-1.55931047619048	-1.24308095238095	-1.31514571428571	-1.08521904761905	-1.26686952380952	-1.01919333333333	-1.36130476190476	-0.765053333333333	-1.3187019047619	-2.33719333333333	-2.50991238095238	-2.00169523809524	-2.1210019047619	-1.54186095238095	-1.92412285714286	"039"	"Incorrect"
"6"	-390	-1.49663428571429	-1.41034571428571	-1.21788285714286	-1.10226666666667	-1.09354285714286	-1.43895047619048	-1.55957142857143	-1.26904095238095	-1.25767619047619	-1.11241142857143	-1.26589047619048	-1.01724952380952	-1.38911904761905	-0.813789523809524	-1.34743142857143	-2.37660380952381	-2.55716666666667	-1.99976571428571	-2.10333142857143	-1.5180619047619	-1.90582571428571	"039"	"Incorrect"
"7"	-388	-1.62746761904762	-1.51569047619048	-1.30104380952381	-1.17224380952381	-1.13923714285714	-1.53828380952381	-1.65584952380952	-1.35703619047619	-1.27504285714286	-1.19228857142857	-1.32281428571429	-1.07834380952381	-1.4614980952381	-0.910266666666667	-1.42939238095238	-2.45340476190476	-2.65386666666667	-2.04815904761905	-2.12930285714286	-1.54020380952381	-1.92793619047619	"039"	"Incorrect"
"8"	-386	-1.70431047619048	-1.58557047619048	-1.35842571428571	-1.23464476190476	-1.15680476190476	-1.55683333333333	-1.74875428571429	-1.39613619047619	-1.31742476190476	-1.23177714285714	-1.37855619047619	-1.11566952380952	-1.52340476190476	-0.979458095238095	-1.48715428571429	-2.5178819047619	-2.74952571428571	-2.10591238095238	-2.17643333333333	-1.57941619047619	-1.96936476190476	"039"	"Incorrect"
"9"	-384	-1.65428666666667	-1.56074571428571	-1.32806666666667	-1.22597238095238	-1.0958580952381	-1.46442666666667	-1.74283714285714	-1.33757904761905	-1.30432857142857	-1.17481904761905	-1.36135904761905	-1.08025047619048	-1.51581142857143	-0.968465714285714	-1.45354285714286	-2.55673523809524	-2.81040666666667	-2.15853428571429	-2.22499619047619	-1.62326857142857	-2.01149714285714	"039"	"Incorrect"
"10"	-382	-1.53340476190476	-1.47947904761905	-1.24714761904762	-1.16490380952381	-0.987420952380952	-1.35145238095238	-1.65306761904762	-1.23160761904762	-1.22940571428571	-1.05947714285714	-1.27517238095238	-0.996851428571429	-1.43424380952381	-0.886212380952381	-1.34267714285714	-2.59039619047619	-2.84587619047619	-2.21394380952381	-2.26768666666667	-1.66439714285714	-2.04263619047619	"039"	"Incorrect"
"11"	-380	-1.4623580952381	-1.44634095238095	-1.22306761904762	-1.14962761904762	-0.93722	-1.30043238095238	-1.63120095238095	-1.15437333333333	-1.22634	-0.98006	-1.24514285714286	-0.950739047619048	-1.38474952380952	-0.82573619047619	-1.27223047619048	-2.62743142857143	-2.88750666666667	-2.28121333333333	-2.3254380952381	-1.70949333333333	-2.07557619047619	"039"	"Incorrect"
"12"	-378	-1.43904761904762	-1.46349904761905	-1.26343047619048	-1.19636380952381	-0.971584761904762	-1.25713714285714	-1.70510857142857	-1.11027047619048	-1.31902952380952	-0.951937142857143	-1.29951619047619	-0.967450476190476	-1.4104219047619	-0.828196190476191	-1.28164666666667	-2.60234476190476	-2.88082380952381	-2.31024095238095	-2.3656219047619	-1.72594380952381	-2.08568952380952	"039"	"Incorrect"
"13"	-376	-1.34587904761905	-1.42279714285714	-1.2540219047619	-1.21265142857143	-0.993356190476191	-1.12699142857143	-1.70771333333333	-1.03352761904762	-1.35677142857143	-0.904331428571429	-1.31110952380952	-0.976050476190476	-1.40828666666667	-0.829933333333333	-1.2716619047619	-2.43375047619048	-2.72656476190476	-2.22933619047619	-2.30376476190476	-1.66043714285714	-2.00969904761905	"039"	"Incorrect"
"14"	-374	-1.15629047619048	-1.26977047619048	-1.11896571428571	-1.12244095238095	-0.920827619047619	-0.909339047619048	-1.55417142857143	-0.876961904761905	-1.26508952380952	-0.781221904761905	-1.19976	-0.904861904761905	-1.2929	-0.764453333333333	-1.15910761904762	-2.15432761904762	-2.44964571428571	-2.0359180952381	-2.13308285714286	-1.51426285714286	-1.84478095238095	"039"	"Incorrect"
