"Time"	"FZ"	"FCZ"	"CZ"	"CPZ"	"PZ"	"F3"	"F4"	"FC3"	"FC4"	"C3"	"C4"	"CP3"	"CP4"	"P3"	"P4"	"F1"	"F2"	"C1"	"C2"	"P1"	"P2"	"Subject"	"Condition"
"1"	-400	-6.070475	-6.6530125	-6.247725	-7.6232375	-6.682475	-6.8215	-4.63265	-4.61055	-5.6587	-6.22655	-5.617675	-6.6756125	-4.60995	-7.9237625	-4.7671375	-5.8821625	-4.8744375	-5.521175	-6.53165	-7.0842375	-5.8684125	"103"	"Incorrect"
"2"	-398	-5.1982875	-5.886075	-5.573975	-6.9103125	-6.1129625	-6.199975	-3.8956	-4.0366125	-4.8572125	-5.7271	-4.694975	-6.3942125	-3.6486	-7.6746	-3.8400125	-5.008525	-3.9859375	-4.749625	-5.4413625	-6.5879125	-4.9336625	"103"	"Incorrect"
"3"	-396	-4.732675	-5.540125	-5.3811125	-6.6611375	-5.9546625	-5.984675	-3.4781625	-3.8971	-4.4763	-5.5870625	-4.2301375	-6.469425	-3.2181125	-7.7038625	-3.420775	-4.5716625	-3.5693875	-4.387525	-4.779425	-6.359025	-4.3842125	"103"	"Incorrect"
"4"	-394	-4.459875	-5.4062125	-5.4036	-6.6323375	-5.9381625	-5.967375	-3.1786	-3.9983	-4.2708	-5.6142375	-3.9634375	-6.6564125	-3.0223875	-7.8085875	-3.1419375	-4.3420875	-3.3805625	-4.2725	-4.3928625	-6.24715	-4.03265	"103"	"Incorrect"
"5"	-392	-4.1740375	-5.2592375	-5.4306375	-6.583875	-5.8048375	-5.9829	-2.8326375	-4.095975	-3.99515	-5.6073	-3.6499125	-6.7359375	-2.7777625	-7.7618625	-2.7291875	-4.0784875	-3.13925	-4.1785875	-4.044975	-6.0676625	-3.6110625	"103"	"Incorrect"
"6"	-390	-3.8660125	-5.0375125	-5.388575	-6.4803125	-5.53365	-6.007775	-2.439825	-4.10335	-3.6415625	-5.503275	-3.2770375	-6.715125	-2.4306625	-7.5660125	-2.1939875	-3.7129	-2.759	-3.9718625	-3.590775	-5.749025	-3.008975	"103"	"Incorrect"
"7"	-388	-3.68725	-4.8912	-5.411375	-6.4964	-5.4181125	-6.113525	-2.162025	-4.1525875	-3.402625	-5.499375	-3.056725	-6.8251375	-2.2084	-7.538875	-1.8636125	-3.3904625	-2.395475	-3.777475	-3.1712625	-5.5141375	-2.4606375	"103"	"Incorrect"
"8"	-386	-3.6513125	-4.823525	-5.5448	-6.62085	-5.541625	-6.2180875	-2.0604625	-4.2092125	-3.273	-5.631	-3.00705	-7.0877875	-2.1855	-7.7365	-1.84485	-3.2506	-2.2199625	-3.7501875	-2.955125	-5.54195	-2.196325	"103"	"Incorrect"
"9"	-384	-3.683475	-4.7515375	-5.7267125	-6.7455375	-5.7544625	-6.2989125	-2.0998625	-4.201675	-3.14945	-5.80325	-3.0213375	-7.383975	-2.273425	-8.0096375	-1.9918875	-3.2831125	-2.2340625	-3.8898625	-2.9172875	-5.754925	-2.18525	"103"	"Incorrect"
"10"	-382	-3.6741875	-4.68095	-5.9052	-6.83715	-5.9419375	-6.39035	-2.1612875	-4.1688375	-2.99555	-6.020325	-3.0514875	-7.6673375	-2.398875	-8.2881	-2.1732875	-3.31395	-2.244675	-4.0627	-2.915375	-5.966125	-2.2544875	"103"	"Incorrect"
"11"	-380	-3.491575	-4.552525	-5.9215875	-6.771	-5.92525	-6.3009875	-2.0702	-4.0161	-2.752025	-6.1166	-2.99995	-7.8177	-2.4132625	-8.354275	-2.2265375	-3.2136375	-2.1359625	-4.1354	-2.8571	-6.084525	-2.3124875	"103"	"Incorrect"
"12"	-378	-3.156975	-4.317425	-5.7095125	-6.466175	-5.6286875	-5.930075	-1.79525	-3.6632	-2.4290375	-5.9208375	-2.8283125	-7.6878625	-2.2539125	-8.056825	-2.0891375	-3.0197375	-1.9894	-4.1050375	-2.79095	-6.150325	-2.398425	"103"	"Incorrect"
"13"	-376	-2.7849	-4.03975	-5.4162125	-6.034275	-5.18495	-5.442825	-1.4179875	-3.2319125	-2.1017875	-5.5485125	-2.5942125	-7.259175	-1.9989125	-7.55985	-1.8582875	-2.74545	-1.821225	-3.9653875	-2.726225	-6.1012375	-2.4348	"103"	"Incorrect"
"14"	-374	-2.588875	-3.9273375	-5.31555	-5.76585	-4.8444625	-5.1387375	-1.19175	-3.02625	-1.9709625	-5.299975	-2.4951375	-6.8085375	-1.858925	-7.1526	-1.778325	-2.5092375	-1.695525	-3.8226875	-2.72965	-6.04095	-2.446825	"103"	"Incorrect"
"15"	-372	-2.66375	-4.076625	-5.4886625	-5.7907625	-4.7387875	-5.152675	-1.234275	-3.1600625	-2.12205	-5.302925	-2.6343875	-6.558025	-1.9715375	-6.9534	-1.9909375	-2.482225	-1.7288875	-3.835425	-2.9223375	-6.155075	-2.59385	"103"	"Incorrect"
"16"	-370	-2.7391	-4.1943625	-5.6148875	-5.813925	-4.654925	-5.2101625	-1.2685875	-3.327375	-2.264575	-5.304725	-2.7666875	-6.269175	-2.12125	-6.746975	-2.268925	-2.560925	-1.818475	-3.8609875	-3.1573375	-6.19325	-2.7656	"103"	"Incorrect"
"17"	-368	-2.7205875	-4.0891375	-5.4948625	-5.62335	-4.42395	-5.1442125	-1.2438125	-3.3427375	-2.2697875	-5.1226625	-2.739975	-5.774925	-2.1604	-6.35915	-2.41575	-2.6557875	-1.9249125	-3.7365	-3.26855	-5.9182125	-2.79115	"103"	"Incorrect"
"18"	-366	-2.8468375	-3.936875	-5.2777875	-5.3672	-4.1783625	-5.1356375	-1.3860125	-3.3265625	-2.3373	-4.852525	-2.724075	-5.226775	-2.2795	-5.8855375	-2.586375	-2.8792	-2.2033375	-3.5573875	-3.3658625	-5.4955	-2.78655	"103"	"Incorrect"
