"Subject"	"Electrode"	"Race"	"MeanAmp"
49	"CP3"	"Black"	2.44196160044457
49	"CP3"	"White"	1.34153886376484
49	"CP4"	"Black"	0.934140733537091
49	"CP4"	"White"	-0.469334624081404
49	"CPZ"	"Black"	2.34234523478744
49	"CPZ"	"White"	-0.688749547767101
49	"CZ"	"Black"	2.48234951375382
49	"CZ"	"White"	-0.547613001695876
49	"PZ"	"Black"	1.63719363712142
49	"PZ"	"White"	-0.666262464669307
50	"C3"	"Black"	9.06836355874317
50	"C3"	"White"	5.003702
50	"C4"	"Black"	6.69185355191257
50	"C4"	"White"	2.76798396721312
50	"CP3"	"Black"	7.33698558743169
50	"CP3"	"White"	4.36599436065573
50	"CP4"	"Black"	5.50030362021858
50	"CP4"	"White"	1.71951996721311
50	"CPZ"	"Black"	9.04526185109289
50	"CPZ"	"White"	4.54292275409836
50	"CZ"	"Black"	9.78956550546448
50	"CZ"	"White"	5.67321829508197
50	"PZ"	"Black"	6.96437537568306
50	"PZ"	"White"	3.58019649180328
51	"C3"	"Black"	3.04718272833723
51	"C3"	"White"	-0.130701071878942
51	"C4"	"Black"	0.501673009367685
51	"C4"	"White"	0.675831273644386
51	"CP3"	"Black"	3.96395304449649
51	"CP3"	"White"	0.378660340479193
51	"CP4"	"Black"	1.59985023419203
51	"CP4"	"White"	1.42087515762926
51	"CPZ"	"Black"	2.80199718969555
51	"CPZ"	"White"	-0.173349936948297
51	"CZ"	"Black"	1.21590579625293
51	"CZ"	"White"	-0.0936607818411104
51	"PZ"	"Black"	4.44380948477752
51	"PZ"	"White"	0.0938718158890234
52	"C3"	"Black"	-1.01086400273224
52	"C3"	"White"	0.535159655459852
52	"C4"	"Black"	-2.42615300546448
52	"C4"	"White"	-0.840166601833844
52	"CP3"	"Black"	-0.887270662568305
52	"CP3"	"White"	0.564588052236734
52	"CP4"	"Black"	-2.13838261612022
52	"CP4"	"White"	-0.885870241733816
52	"CPZ"	"Black"	-1.81231946721311
52	"CPZ"	"White"	0.216769046957489
52	"CZ"	"Black"	-1.5760274931694
52	"CZ"	"White"	0.861386190608499
52	"PZ"	"Black"	-1.90082954234973
52	"PZ"	"White"	0.058343178660739
53	"C3"	"Black"	0.201668613387982
53	"C3"	"White"	-1.38707364754098
53	"C4"	"Black"	-0.0656943989071028
53	"C4"	"White"	-1.00494827868853
53	"CP3"	"Black"	0.479062568306013
53	"CP3"	"White"	-1.28340807377049
53	"CP4"	"Black"	0.776233572404372
53	"CP4"	"White"	-1.35660065573771
53	"CPZ"	"Black"	0.794692520491806
53	"CPZ"	"White"	-1.01629889344263
53	"CZ"	"Black"	-0.604774590163937
53	"CZ"	"White"	-2.23862069672131
53	"PZ"	"Black"	1.51939115437159
53	"PZ"	"White"	0.511999795081965
54	"C3"	"Black"	4.4310762455802
54	"C3"	"White"	2.84628042066192
54	"C4"	"Black"	7.24087544198007
54	"C4"	"White"	4.38477977111043
54	"CP3"	"Black"	3.76643423336547
54	"CP3"	"White"	2.98266653263223
54	"CP4"	"Black"	6.32632478302797
54	"CP4"	"White"	4.52822598206001
54	"CPZ"	"Black"	7.063156252009
54	"CPZ"	"White"	5.11586990411383
54	"CZ"	"Black"	7.62037981356477
54	"CZ"	"White"	5.06462833281782
54	"PZ"	"Black"	6.60493567984571
54	"PZ"	"White"	5.53930256727498
55	"C3"	"Black"	1.88015710382514
55	"C3"	"White"	0.487073463114753
55	"C4"	"Black"	3.24576931693988
55	"C4"	"White"	3.05090402151639
55	"CP3"	"Black"	1.55895663934426
55	"CP3"	"White"	1.45773711577869
55	"CP4"	"Black"	2.53943644808743
55	"CP4"	"White"	3.11367599897541
55	"CPZ"	"Black"	1.85699871584699
55	"CPZ"	"White"	1.8086515625
55	"CZ"	"Black"	2.61359202185792
55	"CZ"	"White"	1.60331367827869
55	"PZ"	"Black"	1.14319180327869
55	"PZ"	"White"	1.64028808913934
56	"C3"	"Black"	3.06309263733103
56	"C3"	"White"	1.21186166456495
56	"C4"	"Black"	2.20652907679033
56	"C4"	"White"	0.153823675914251
56	"CP3"	"Black"	3.00453655450101
56	"CP3"	"White"	0.987713051702395
56	"CP4"	"Black"	2.30264092608571
56	"CP4"	"White"	0.0730232030264834
56	"CPZ"	"Black"	3.33685202761001
56	"CPZ"	"White"	1.48559139344262
56	"CZ"	"Black"	2.72648320391142
56	"CZ"	"White"	1.28991156998739
56	"PZ"	"Black"	2.68844365832614
56	"PZ"	"White"	0.980993474148801
57	"C3"	"Black"	5.20462278688525
57	"C3"	"White"	0.952770384305295
57	"C4"	"Black"	4.6687043989071
57	"C4"	"White"	2.10654117172803
57	"CP3"	"Black"	3.50996740437159
57	"CP3"	"White"	-0.216518247782855
57	"CP4"	"Black"	3.26580948087432
57	"CP4"	"White"	1.55333719430261
57	"CPZ"	"Black"	4.06922661202186
57	"CPZ"	"White"	0.597093496371942
57	"CZ"	"Black"	5.21810450819672
57	"CZ"	"White"	1.41232977694168
57	"PZ"	"Black"	2.65330726775956
57	"PZ"	"White"	0.0215169309325429
58	"C3"	"Black"	1.92233145318144
58	"C3"	"White"	-0.0723753220140512
58	"C4"	"Black"	1.29482934148374
58	"C4"	"White"	0.612621516393444
58	"CP3"	"Black"	1.72328460683523
58	"CP3"	"White"	0.214966774004684
58	"CP4"	"Black"	0.0144111697693824
58	"CP4"	"White"	-0.677233752927401
58	"CPZ"	"Black"	1.29697604890247
58	"CPZ"	"White"	0.888172716627635
58	"CZ"	"Black"	2.30512881355932
58	"CZ"	"White"	0.704896750585481
58	"PZ"	"Black"	1.35200752986941
58	"PZ"	"White"	0.833631645199063
59	"C3"	"Black"	2.9372256010929
59	"C3"	"White"	6.69822909836066
59	"C4"	"Black"	2.99060620218579
59	"C4"	"White"	5.38503393442623
59	"CP3"	"Black"	2.48926710382513
59	"CP3"	"White"	6.21188612021858
59	"CP4"	"Black"	2.32219953551913
59	"CP4"	"White"	5.25282068306011
59	"CPZ"	"Black"	3.17982273224044
59	"CPZ"	"White"	6.19170773224044
59	"CZ"	"Black"	3.56247685792349
59	"CZ"	"White"	6.73647579234972
59	"PZ"	"Black"	2.31632983606557
59	"PZ"	"White"	5.95369584699454
60	"C3"	"Black"	-0.771841113713245
60	"C3"	"White"	0.346312269467214
60	"C4"	"Black"	-1.08176500130107
60	"C4"	"White"	0.459470107581966
60	"CP3"	"Black"	0.34097837626854
60	"CP3"	"White"	0.715326895491803
60	"CP4"	"Black"	-0.397189097059587
60	"CP4"	"White"	1.18399915471311
60	"CPZ"	"Black"	-0.5152891751236
60	"CPZ"	"White"	0.818897361680329
60	"CZ"	"Black"	-1.23537319802238
60	"CZ"	"White"	0.641248616803277
60	"PZ"	"Black"	0.51131371324486
60	"PZ"	"White"	1.63435507172131
61	"C3"	"Black"	4.984259044658
61	"C3"	"White"	2.19774265171125
61	"C4"	"Black"	4.0591565291125
61	"C4"	"White"	0.9946736554501
61	"CP3"	"Black"	4.61137080271339
61	"CP3"	"White"	1.86943609433419
61	"CP4"	"Black"	4.36946938948559
61	"CP4"	"White"	1.1252525740581
61	"CPZ"	"Black"	5.1084115602035
61	"CPZ"	"White"	1.92393603681334
61	"CZ"	"Black"	5.85665378745054
61	"CZ"	"White"	2.05176402070751
61	"PZ"	"Black"	3.96019462973431
61	"PZ"	"White"	1.70656180615473
62	"C3"	"Black"	2.77970286885246
62	"C3"	"White"	0.772392486338795
62	"C4"	"Black"	6.29167161885246
62	"C4"	"White"	1.58548538251366
62	"CP3"	"Black"	1.21302095286885
62	"CP3"	"White"	-1.0068506147541
62	"CP4"	"Black"	5.2220762807377
62	"CP4"	"White"	1.02209918032787
62	"CPZ"	"Black"	4.47992407786885
62	"CPZ"	"White"	-0.78156618852459
62	"CZ"	"Black"	5.47763084016393
62	"CZ"	"White"	0.0401286202185765
62	"PZ"	"Black"	1.94330625
62	"PZ"	"White"	-1.82865928961748
63	"C3"	"Black"	1.8912418545082
63	"C3"	"White"	-0.142361542596077
63	"C4"	"Black"	1.89059600409836
63	"C4"	"White"	-2.07135651706531
63	"CP3"	"Black"	0.55014467213115
63	"CP3"	"White"	-0.470250685299647
63	"CP4"	"Black"	1.07586980020492
63	"CP4"	"White"	-2.46239806503628
63	"CPZ"	"Black"	0.730159170081963
63	"CPZ"	"White"	-1.40628497715668
63	"CZ"	"Black"	1.80968347848361
63	"CZ"	"White"	-1.11935431335662
63	"PZ"	"Black"	-0.189129047131149
63	"PZ"	"White"	-1.82542768073099
64	"C3"	"Black"	1.28711455277538
64	"C3"	"White"	1.12859913561848
64	"C4"	"Black"	0.385945383951685
64	"C4"	"White"	1.1407070342772
64	"CP3"	"Black"	0.605348633879786
64	"CP3"	"White"	0.791905007451565
64	"CP4"	"Black"	0.011488898475694
64	"CP4"	"White"	0.751181460506708
64	"CPZ"	"Black"	0.365429651998851
64	"CPZ"	"White"	0.596694187779435
64	"CZ"	"Black"	0.741093413862528
64	"CZ"	"White"	1.28614008941878
64	"PZ"	"Black"	-0.291184354328443
64	"PZ"	"White"	-0.0810964530551409
66	"C3"	"Black"	0.238373986194995
66	"C3"	"White"	-2.03262263352724
66	"C4"	"Black"	0.95740664365833
66	"C4"	"White"	-0.878819936541509
66	"CP3"	"Black"	0.270596117342534
66	"CP3"	"White"	-1.39674061343205
66	"CP4"	"Black"	1.59982963761863
66	"CP4"	"White"	0.0886720253834015
66	"CPZ"	"Black"	0.24554201898188
66	"CPZ"	"White"	-0.84748831306187
66	"CZ"	"Black"	0.293044995685934
66	"CZ"	"White"	-1.89024870438921
66	"PZ"	"Black"	0.00782113891285711
66	"PZ"	"White"	0.08902776308831
